주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
287-2-000048,연지리 마을주차장,공영,노외,,충청남도 주포면 연지리 261,9,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 보령시청,041-930-3974,36.353876,126.604583,2021-03-11,4510000,충청남도 보령시
287-2-000049,죽도 임시주차장,공영,노외,,충청남도 남포면 월전리 822,32,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 보령시청,041-930-3974,36.353876,126.604583,2021-03-11,4510000,충청남도 보령시
287-2-000050,옥서1리 마을주차장,공영,노외,,충청남도 남포면 옥서리364-2,10,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,충청남도 보령시청,041-930-3974,36.353876,126.604583,2021-03-11,4510000,충청남도 보령시
310-2-000009,MBC노래방옆 주차장,공영,노외,전라북도 남원시 남문로 420,전라북도 남원시 금동 243,25,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.4062724,127.3772083997,2020-10-21,6450000,전라북도
310-2-000010,한우회관쪽 주차장,공영,노외,전라북도 남원시 남문로 456-1,전라북도 남원시 쌍교동 94,50,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.406154,127.3811664133,2020-10-21,6450000,전라북도
310-2-000015,남신공업사앞 주차장,공영,노외,전라북도 남원시 남문로 482,전라북도 남원시 쌍교동 85,17,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.40557829,127.3839989,2020-10-21,6450000,전라북도
310-2-000002,시청제2주차장,공영,노외,전라북도 남원시 도통동 156-3,전라북도 남원시 도통동 156-3,128,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.417768,,2020-10-21,6450000,전라북도
310-2-000012,남원교육문화회관 앞,공영,노외,전라북도 남원시 동충동 162-3,전라북도 남원시 동충동 162-3,70,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.409414,,2020-10-21,6450000,전라북도
310-2-000003,용남시장 주차장(관왕묘옆),공영,노외,전라북도 남원시 동헌길 10,전라북도 남원시 하정동 138,55,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.4071050084,127.3767656300,2020-10-21,6450000,전라북도
310-2-000004,흥능갈비 옆 주차장,공영,노외,전라북도 남원시 비석길 72,전라북도 남원시 죽항동 129-1,12,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.4075821566,127.384512,2020-10-21,6450000,전라북도
310-2-000019,법원앞주차장,공영,노외,전라북도 남원시 비석길 72,전라북도 남원시 죽항동 129-1,58,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.4075821566,127.384512,2020-10-21,6450000,전라북도
310-2-000013,산내면 둘레길 주차장,공영,노외,전라북도 남원시 산내면 대정리 533-3,전라북도 남원시 산내면 대정리 533-3,9,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.424264,,2020-10-21,6450000,전라북도
310-2-000008,지성외과 건너편 주차장,공영,노외,전라북도 남원시 쌍교동 220,전라북도 남원시 쌍교동 220,19,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,,127.380589,2020-10-21,6450000,전라북도
310-2-000017,아영 봉화산 주차장,공영,노외,전라북도 남원시 아영면 성리 산56-6,전라북도 남원시 아영면 성리 산56-6,97,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,,127.576653,2020-10-21,6450000,전라북도
310-2-000021,금호아파트앞 주차장,공영,노외,전라북도 남원시 왕정동 48-24,전라북도 남원시 왕정동 48-24,42,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.407859,,2020-10-21,6450000,전라북도
310-2-000007,용성초 앞 주차장,공영,노외,전라북도 남원시 용성로 41-21,전라북도 남원시 동충동 188-1,14,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.410227,127.380847,2020-10-21,6450000,전라북도
310-2-000020,운봉읍 주차장,공영,노외,전라북도 남원시 운봉읍 황산로 1083,전라북도 남원시 운봉읍 서천리 347-11,86,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.4393386452,127.5291506,2020-10-21,6450000,전라북도
310-2-000014,주천면 둘레길 주차장,공영,노외,전라북도 남원시 주천면 외평2길 3,전라북도 남원시 주천면 장안리 259-1,37,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.390613,127.4458107,2020-10-21,6450000,전라북도
310-2-000022,육모정임시주차장,공영,노외,전라북도 남원시 주천면 정령치로 255,전라북도 남원시 주천면 호경리 16-1,76,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.38964234,127.461463,2020-10-21,6450000,전라북도
310-2-000022,향교동5거리남측주차장,공영,노외,전라북도 남원시 향교동 183-1,전라북도 남원시 향교동 183-1,35,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,,127.387201,2020-10-21,6450000,전라북도
310-2-000016,중앙하이츠@동쪽 주차장,공영,노외,전라북도 남원시 향교동 333,전라북도 남원시 향교동 333,54,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.418808,127.382653,2020-10-21,6450000,전라북도
310-2-000005,향교 앞 주차장,공영,노외,전라북도 남원시 향교동 510,전라북도 남원시 향교동 510,11,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,,127.383161,2020-10-21,6450000,전라북도
310-2-000011,동충동주민자치센터,공영,노외,전라북도 남원시 향단로 86,전라북도 남원시 동충동 267-3,13,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,,,0,전라북도 남원시청,063-620-6579,35.4109528132,127.383043,2020-10-21,6450000,전라북도
319-3-000023,부안영상테마파크주차장,공영,부설,전라북도 부안군 변산면 격포로 309-64,전라북도 부안군 변산면 격포리 802-7,249,4,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,전라북도 부안군청,063-580-4361,35.6217970919,126.4853670256,2020-10-21,6450000,전라북도
391-2-000001,옥천주차장,공영,노외,,경상남도 창녕군 창녕읍 옥천리 1394-45,50,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,경상남도 창녕군청,055-530-1727,35.51885089,128.5510922,2020-10-21,5410000,경상남도 창녕군
250-2-000087,요선 노외,공영,노외,,강원도 춘천시 소양로2가 122-27,36,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.8838734,127.725944,2020-12-17,4180000,강원도 춘천시
250-2-000088,소양강 공영주차장,공영,노외,,강원도 춘천시 근화동 786-4,40,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.8895838,127.720304,2020-12-17,4180000,강원도 춘천시
250-2-000089,공지천 주차장,공영,노외,,강원도 춘천시 근화동 785-10,130,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.87546431,127.7124393,2020-12-17,4180000,강원도 춘천시
250-2-000090,거두리 공영주차장,공영,노외,,강원도 춘천시 동내면 거두리 943-1,52,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.8523760,127.751984,2020-12-17,4180000,강원도 춘천시
250-2-000091,삼천동 공영주차장,공영,노외,,강원도 춘천시 삼천동 22-15,96,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.87053973,127.7091293,2020-12-17,4180000,강원도 춘천시
250-2-000092,철도 하부공간(남춘천역),공영,노외,,강원도 춘천시 퇴계동 621-3,100,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.863442,127.725117,2020-12-17,4180000,강원도 춘천시
250-2-000093,철보 하부공간(정족고가),공영,노외,,강원도 춘천시 퇴계동 136-12,44,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.85074557,127.7335704,2020-12-17,4180000,강원도 춘천시
250-2-000094,교동,공영,노외,,강원도 춘천시 교동 113-326,76,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.8794859,127.738995,2020-12-17,4180000,강원도 춘천시
250-2-000095,소양강댐정상,공영,노외,,강원도 춘천시 북산면 청평리 산205-10,115,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.9521393,127.815018,2020-12-17,4180000,강원도 춘천시
250-2-000096,춘천초 뒤,공영,노외,,강원도 춘천시 약사동 69-106,6,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.8748448,127.723218,2020-12-17,4180000,강원도 춘천시
250-2-000097,낙원문화공원,공영,노외,,강원도 춘천시 중앙로2가 48,46,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.8773747,127.723504,2020-12-17,4180000,강원도 춘천시
167-5-000001,인천교통공사 계양역 부설주차장,민영,부설,인천광역시 계양구 다남로 24,,188,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,혼합,10,300,10,300,4,6000,70000,현금,업무관련인 주차가능,인천교통공사,032-451-2182,37.5716093704,126.7360234006,2020-04-30,B551894,인천교통공사
163-5-000002,인천교통공사 인천터미널 부설 주차장,민영,부설,인천광역시 미추홀구 연남로 35,인천광역시 미추홀구 관교동 15,558,3,미시행,평일+토요일+공휴일,06:00,23:30,06:00,23:30,06:00,23:30,혼합,30,1200,15,600,5,12000,100000,"현금, 카드",업무관련인 주차가능,인천교통공사,032-430-7313,37.4425062298,126.701506,2020-04-30,B551894,인천교통공사
381-2-000004,평거4주차장,공영,노외,,경상남도 진주시 평거동 197-1,53,2,미시행,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,30,300,10,100,0,0,30000,현금,,경상남도 진주시청,055-749-5247,35.174419,128.062024,2021-02-28,5310000,경상남도 진주시
381-2-000005,평거동 공영주차장,공영,노외,,경상남도 진주시 평거동 202-1,107,2,미시행,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,30,300,10,100,0,0,30000,현금,,경상남도 진주시청,055-749-5247,35.172274,128.061989,2021-02-28,5310000,경상남도 진주시
381-2-000006,평거6주차장,공영,노외,,경상남도 진주시 평거동 790-4,44,2,미시행,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,30,300,10,100,0,0,30000,현금,,경상남도 진주시청,055-749-5247,35.170173,128.064051,2021-02-28,5310000,경상남도 진주시
307-1-000034,조촌동 3,공영,노상,전라북도 군산시 진포로 142 (경장동 ),전라북도 군산시 경장동 502-8,16,기타,미시행,평일+토요일+공휴일,12:00,12:00,12:00,12:00,12:00,12:00,무료,24,0,,,,,,,,전라북도 군산시청,063-454-3812,35.971243,126.7336394,2021-02-17,4670000,전라북도 군산시
307-1-000035,중앙동 1,공영,노상,전라북도 군산시 서래로 10 (금암동 ),전라북도 군산시 금암동 73-17,79,기타,미시행,평일+토요일+공휴일,12:00,12:00,12:00,12:00,12:00,12:00,무료,24,0,,,,,,,,전라북도 군산시청,063-454-3812,35.98609105,126.7214848,2021-02-17,4670000,전라북도 군산시
307-1-000036,중앙동 2,공영,노상,전라북도 군산시 신영1길 26 (평화동 ),전라북도 군산시 평화동 97-1,22,기타,미시행,평일+토요일+공휴일,12:00,12:00,12:00,12:00,12:00,12:00,무료,24,0,,,,,,,,전라북도 군산시청,063-454-3812,35.984343,126.7187542,2021-02-17,4670000,전라북도 군산시
307-1-000037,중앙동 3,공영,노상,전라북도 군산시 서래안2길 13-2 (중동 ),전라북도 군산시 중동 270-35,52,기타,미시행,평일+토요일+공휴일,12:00,12:00,12:00,12:00,12:00,12:00,무료,24,0,,,,,,,,전라북도 군산시청,063-454-3812,35.982673,126.726151,2021-02-17,4670000,전라북도 군산시
307-1-000038,해신동 1,공영,노상,전라북도 군산시 해망로 425-3 (해망동 ),전라북도 군산시 해망동 1007-44,181,기타,미시행,평일+토요일+공휴일,12:00,12:00,12:00,12:00,12:00,12:00,무료,24,0,,,,,,,,전라북도 군산시청,063-454-3812,35.986989,126.6950078,2021-02-17,4670000,전라북도 군산시
250-2-000077,싸이클경기장옆,공영,노외,,강원도 춘천시 삼천동 388-11,200,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.869733,127.706612,2020-12-17,4180000,강원도 춘천시
250-2-000078,효자노외3(구 진로부지),공영,노외,,강원도 춘천시 효자동 490-1,34,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.8745664,127.733533,2020-12-17,4180000,강원도 춘천시
250-2-000080,11토지 주차장 1,공영,노외,,강원도 춘천시 퇴계동 1158,60,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.86734293,127.7238032,2020-12-17,4180000,강원도 춘천시
250-2-000081,11토지 주차장 2,공영,노외,,강원도 춘천시 퇴계동 1186,45,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.86601432,127.7227223,2020-12-17,4180000,강원도 춘천시
250-2-000082,11토지 주차장 3,공영,노외,,강원도 춘천시 퇴계동 1176,28,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.86209961,127.7282422,2020-12-17,4180000,강원도 춘천시
250-2-000083,온의2지구 주차장1,공영,노외,,강원도 춘천시 온의동 588-1,48,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.86770832,127.7194576,2020-12-17,4180000,강원도 춘천시
250-2-000084,온의2지구 주차장2,공영,노외,,강원도 춘천시 온의동 589-8,47,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.86637019,127.7211362,2020-12-17,4180000,강원도 춘천시
250-2-000085,석사노외,공영,노외,,강원도 춘천시 석사동 658,66,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.85837538,127.7401390504,2020-12-17,4180000,강원도 춘천시
250-2-000086,공지천노외,공영,노외,,강원도 춘천시 근화동 365-3,65,3,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,,,,,,,강원도 춘천시청,033-250-3415,37.873761,127.7119189,2020-12-17,4180000,강원도 춘천시
385-2-000021,봉황동 수릉원 맞은편,공영,노외,,경상남도 김해시 봉황동 441-2,10,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,0,0,0,0,,,경상남도 김해시 교통정책과,055-330-4918,35.234589,128.875588,2020-12-17,5350000,경상남도 김해시
385-2-000022,생림면 마현마을,공영,노외,,경상남도 김해시 생림면 봉림리 1004,20,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,0,0,0,0,,,경상남도 김해시 교통정책과,055-330-4918,35.341967,128.846498,2020-12-17,5350000,경상남도 김해시
385-2-000023,서상동,공영,노외,,경상남도 김해시 서상동 20-6,31,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,1,1000,30,500,10,5000,70000,현금,"경차 50 할인, 장애인 50 할인, 국가유공자 1~6급 면제, 경남i다누리카드 소지자 면제",경상남도 김해시 도시디자인과,055-330-3341,35.235387,128.881997,2020-12-17,5350000,경상남도 김해시
385-2-000024,반도보라아파트 뒷편,공영,노외,경상남도 김해시 전하로176번길 39-16,경상남도 김해시 전하동 453-3,36,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,0,0,0,0,,,경상남도 김해시 교통정책과,055-330-4918,35.22221407,128.8721992,2020-12-17,5350000,경상남도 김해시
385-2-000025,지내동공단,공영,노외,,경상남도 김해시 지내동 195-20,63,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,0,0,0,0,,,경상남도 김해시 교통정책과,055-330-4918,35.226609,128.922455,2020-12-17,5350000,경상남도 김해시
385-2-000026,지내동 못안마을,공영,노외,,경상남도 김해시 지내동 454-2,30,1,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,0,0,0,0,,,경상남도 김해시 교통정책과,055-330-4918,35.235601,128.920946,2020-12-17,5350000,경상남도 김해시
385-2-000027,진례전통시장,공영,노외,경상남도 김해시 진례면 송현로 6,경상남도 김해시 진례면 송정리 239-3,22,2,미시행,평일+토요일+공휴일,00:00,24:00,00:00,24:00,00:00,24:00,무료,0,0,,0,0,0,0,,,경상남도 김해시 일자리정책과,055-330-3436,35.24868302,128.7489253,2020-12-17,5350000,경상남도 김해시
385-2-000028,진영전통시장,공영,노외,,경상남도 김해시 진영읍 여래리 740-13,21,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,1,1000,30,500,10,5000,70000,현금,"경차 50 할인, 장애인 50 할인, 국가유공자 1~6급 면제, 경남i다누리카드 소지자 면제",경상남도 김해시 일자리정책과,055-330-3436,35.302449,128.732871,2020-12-17,5350000,경상남도 김해시
360-2-000004,진량 윤성1차타운 뒷편,공영,노외,경상북도 경산시 진량읍 선화로20길 23-1,경상북도 경산시 진량읍 선화리 1099-11,61,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 경산시청,053-810-5276,35.86496096,128.7947512,2020-07-10,5130000,경상북도 경산시
360-2-000005,자인시장 주차장,공영,노외,경상북도 경산시 자인면 자인시장1길 12,경상북도 경산시 자인면 서부리 254-1,110,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 경산시청,053-810-5276,35.81708467,128.8231198,2020-07-10,5130000,경상북도 경산시
360-2-000006,자인공단내 주차장,공영,노외,경상북도 경산시 자인면 자인공단2로4길 18,경상북도 경산시 자인면 북사리 1094,214,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 경산시청,053-810-5276,35.82579055,128.8228099,2020-07-10,5130000,경상북도 경산시
360-2-000007,남천면사무소 앞 주차장,공영,노외,경상북도 경산시 남천면 삼성길 4,경상북도 경산시 남천면 삼성리 92,30,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 경산시청,053-810-5276,35.76632018,128.7270981,2020-07-10,5130000,경상북도 경산시
260-2-000028,유현아파트 앞 주차장,공영,노외,강원도 평창군 평창읍 평창중앙로 136,강원도 평창군 평창읍 하리 179-9,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,강원도 평창군청,033-330-2285,37.372118,128.395149,2020-11-25,4280000,강원도 평창군
360-1-000030,진량공단내(주.나이테~주.에스피엘),공영,노상,경상북도 경산시 진량읍 공단2로 71,경상북도 경산시 진량읍 신상리 1211,121,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 경산시청,053-810-5276,35.87210697,128.8273647,2020-07-10,5130000,경상북도 경산시
360-1-000031,동신아파트 앞,공영,노상,경상북도 경산시 하양읍 대곡로 22-1,경상북도 경산시 하양읍 도리리 181-1,21,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 경산시청,053-810-5276,35.91632065,128.814889,2020-07-10,5130000,경상북도 경산시
360-1-000032,경산역 서편,공영,노상,경상북도 경산시 옥산로 15,경상북도 경산시 사정동 84-19,35,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 경산시청,053-810-5276,35.81714774,128.7278534,2020-07-10,5130000,경상북도 경산시
360-1-000033,문화회관진입도로,공영,노상,경상북도 경산시 하양읍 문화로 20,경상북도 경산시 하양읍 금락리 130-28,87,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 경산시청,053-810-5276,35.91088234,128.8126918,2020-07-10,5130000,경상북도 경산시
360-1-000034,백천네거리~실내테니스장,공영,노상,경상북도 경산시 경청로 1101,경상북도 경산시 백천동 617,10,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 경산시청,053-810-5276,35.80331792,128.7385493,2020-07-10,5130000,경상북도 경산시
360-1-000035,삼북주공~상방삼거리,공영,노상,경상북도 경산시 장산로 150,경상북도 경산시 삼북동 20-2,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 경산시청,053-810-5276,35.81783461,128.7409503,2020-07-10,5130000,경상북도 경산시
360-2-000001,금락초등학교 앞,공영,노외,경상북도 경산시 하양읍 대학로298길 14-2,경상북도 경산시 하양읍 금락리 394-4,41,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 경산시청,053-810-5276,35.91144887,128.8247823,2020-07-10,5130000,경상북도 경산시
360-2-000003,진량공단내 주차장,공영,노외,경상북도 경산시 진량읍 공단4로 153,경상북도 경산시 진량읍 신상리 1196-3,195,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 경산시청,053-810-5276,35.87085488,128.828164,2020-07-10,5130000,경상북도 경산시
259-2-000108,쌍용복지타운 공영주차장,공영,노외,강원도 영월군 한반도면 쌍용로 203-5,강원도 영월군 한반도면 쌍용리 454-12번지 외 7,25,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,강원도 영월군청,,37.1777066336,128.3268194645,2020-01-01,4270000,강원도 영월군
259-2-000109,쌍용중학교 입구 다리 밑 (공영),공영,노외,,강원도 영월군 한반도면 쌍용리 901-5번지,34,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,강원도 영월군청,,,,2020-01-01,4270000,강원도 영월군
259-2-000110,면사무소 아래골목,공영,노외,강원도 영월군 한반도면 신천길 7,강원도 영월군 한반도면 신천리 461-8번지 인근,27,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,강원도 영월군청,,37.2361517442,128.3276077268,2020-01-01,4270000,강원도 영월군
259-2-000111,한반도지형,공영,노외,,강원도 영월군 한반도면 옹정리 산 129-6번지 외 17필지,226,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,강원도 영월군청,,,,2020-01-01,4270000,강원도 영월군
259-2-000112,뗏못체험 주차장,공영,노외,,강원도 영월군 한반도면 옹정리 512번지 외 3,60,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,강원도 영월군청,,,,2020-01-01,4270000,강원도 영월군
259-2-000113,쌍용감리교회 인근,공영,노외,,강원도 영월군 한반도면 쌍용리 450-7번지,30,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,,,,,,,,강원도 영월군청,,,,2020-01-01,4270000,강원도 영월군
328-2-000074,중동 써니밸리@ 옆 주차장,공영,노외,,전라남도 광양시 중동 산21-36,46,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,현금,"경차, 장애인 차량 50퍼센트 할인",광양시청,061-797-2871,34.95129087,127.687144,2021-03-26,4840000,전라남도 광양시
328-2-000075,썬샤인로 주변 주차장,공영,노외,,전라남도 광양시 광양읍 덕례리 1555,42,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,0,0,0,현금,"경차, 장애인 차량 50퍼센트 할인",광양시청,061-797-2871,34.96453246,127.582351,2021-03-26,4840000,전라남도 광양시
